First Name,Last Name,Label,Weight,Height
Shawnee,Heaney,INDOOR_VOLLEYBALL,161,75
Yong,Beatty,SOCCER,183,63
Torrie,Brakus,SOCCER,131,83
Burt,Kuphal,RUGBY,159,63
Landon,Hegmann,FIELD_HOCKEY,160,61
Alonso,Osinski,RACQUETBALL,110,70
Buford,Murray,BASKETBALL,120,81
Cruz,Runolfsdottir,TENNIS,116,70
Oscar,Rippin,RUGBY,116,81
Joey,Mann,RACQUETBALL,187,80
Hollis,Schoen,ICE_HOCKEY,165,75
Chase,Schinner,BASEBALL,204,66
Von,Bashirian,FOOTBALL,198,62
Noemi,Kiehn,RACQUETBALL,123,65
Wiley,Huels,FIELD_HOCKEY,177,83
Kisha,O'Hara,TENNIS,112,68
Timothy,Veum,BASEBALL,182,61
Gregory,Gutmann,BASEBALL,167,60
Carole,Schoen,RUGBY,190,79
Albina,Deckow,SOCCER,207,61
Thuy,Bahringer,TENNIS,160,66
Jarod,Powlowski,INDOOR_VOLLEYBALL,158,70
Kasey,Wolff,ICE_HOCKEY,199,65
Tommy,Collier,TENNIS,192,65
Magdalen,Herzog,FIELD_HOCKEY,199,62
Scott,Nienow,SOCCER,172,74
Magaret,Ryan,SOCCER,116,60
Tracie,Goyette,SOCCER,127,73
Curtis,Nikolaus,RACQUETBALL,208,66
Rigoberto,Lynch,BASKETBALL,112,70
Emerald,Herzog,FIELD_HOCKEY,138,72
Keenan,Hettinger,BASEBALL,114,62
Marisa,Howell,RUGBY,157,74
Fredric,Ratke,FOOTBALL,155,70
Rod,Fahey,ICE_HOCKEY,176,71
Fernando,Weimann,BEACH_VOLLEYBALL,167,66
Rhona,Crooks,BASEBALL,200,71
Melaine,Krajcik,BASEBALL,174,75
Levi,Flatley,FOOTBALL,129,70
Jin,Hammes,RACQUETBALL,147,61
Cornelius,Sawayn,RACQUETBALL,120,81
Latanya,Moore,ICE_HOCKEY,141,83
Oswaldo,Larson,ICE_HOCKEY,140,63
Donte,Barrows,RUGBY,147,65
Luisa,Hyatt,RUGBY,179,61
Chadwick,Baumbach,RACQUETBALL,152,73
Phillip,Rippin,BASKETBALL,166,62
Marianna,Macejkovic,ICE_HOCKEY,132,77
Porfirio,Parisian,BEACH_VOLLEYBALL,113,63
Tad,Pacocha,TENNIS,150,73
Erline,White,ICE_HOCKEY,173,80
Brittanie,Labadie,SOCCER,173,83
Ann,Wintheiser,TENNIS,195,62
Angele,Hayes,TENNIS,136,82
Rodger,Gleason,FIELD_HOCKEY,176,77
Pat,Torp,FOOTBALL,169,60
Arnulfo,Beer,FIELD_HOCKEY,159,63
Ila,Prohaska,RUGBY,156,75
Lesley,Hilpert,BEACH_VOLLEYBALL,121,72
Cari,Bogisich,BASKETBALL,138,64
Alec,Schmitt,BASEBALL,199,82
Sheila,Runolfsson,INDOOR_VOLLEYBALL,132,80
Keren,Christiansen,SOCCER,130,64
Weston,Dickinson,BEACH_VOLLEYBALL,144,82
Zachery,Kemmer,BEACH_VOLLEYBALL,142,82
Juli,Breitenberg,BASKETBALL,116,78
Deon,Kassulke,FOOTBALL,111,74
Davis,Bauch,ICE_HOCKEY,151,80
Gussie,Bernier,BASEBALL,148,82
Alexis,Cruickshank,RACQUETBALL,209,64
Lucio,Stiedemann,RUGBY,146,62
Karl,Prohaska,SOCCER,140,83
Gayle,Aufderhar,INDOOR_VOLLEYBALL,147,78
Kum,Mitchell,BASEBALL,166,61
Wyatt,Larson,ICE_HOCKEY,205,80
Milan,Williamson,FIELD_HOCKEY,150,77
Norbert,Wunsch,BASEBALL,208,71
Tisa,Denesik,RACQUETBALL,126,71
Berna,Lemke,BASEBALL,134,77
Wilfred,Hand,INDOOR_VOLLEYBALL,147,61
Jeffrey,Ryan,RUGBY,152,68
Joana,Larson,RACQUETBALL,133,64
Suzanna,Mueller,FIELD_HOCKEY,178,81
Adrian,Marks,TENNIS,142,73
Arlen,Waters,BEACH_VOLLEYBALL,112,78
Cody,Mills,TENNIS,190,82
Andrew,Reichert,INDOOR_VOLLEYBALL,201,66
Jeff,Rohan,RUGBY,192,63
Brad,Hackett,FIELD_HOCKEY,120,79
Dwayne,Beahan,BASKETBALL,188,78
Raleigh,Trantow,RUGBY,122,60
Devon,Ledner,RACQUETBALL,197,62
Lucia,Lakin,RACQUETBALL,179,76
Domingo,Mertz,FOOTBALL,198,63
Kori,Hagenes,TENNIS,134,77
Waneta,Keebler,BASKETBALL,193,69
Asa,McGlynn,RUGBY,113,66
Filiberto,Koch,INDOOR_VOLLEYBALL,202,71
Venita,Donnelly,TENNIS,144,83
Chan,Trantow,ICE_HOCKEY,205,61
Camellia,Considine,FOOTBALL,146,68
Jessie,Considine,SOCCER,118,82
Max,Hackett,INDOOR_VOLLEYBALL,178,65
Argentina,Ward,RUGBY,201,79
Titus,Kling,FIELD_HOCKEY,178,69
Jimmy,Lueilwitz,BASKETBALL,202,67
Rosana,Beer,BEACH_VOLLEYBALL,191,77
Robbie,Bradtke,RACQUETBALL,125,66
Christopher,Rempel,INDOOR_VOLLEYBALL,178,78
Darrel,Gleason,RACQUETBALL,120,81
Joey,Jacobson,RUGBY,182,72
Geoffrey,Metz,BEACH_VOLLEYBALL,182,71
Jessi,Boehm,FOOTBALL,194,71
Clemente,Schulist,SOCCER,137,81
Anthony,Beer,SOCCER,149,60
Joie,Jones,FOOTBALL,111,76
Asa,Buckridge,TENNIS,186,76
Wyatt,Mante,INDOOR_VOLLEYBALL,206,83
Mika,Hoppe,RUGBY,110,78
Porter,White,BEACH_VOLLEYBALL,177,65
Curtis,Cronin,BEACH_VOLLEYBALL,129,67
Kelley,Watsica,BEACH_VOLLEYBALL,130,63
Blaine,Windler,RACQUETBALL,135,60
Rogelio,Schiller,ICE_HOCKEY,179,72
Candice,Larson,BASEBALL,130,66
Walter,Adams,SOCCER,156,73
Marcos,Klein,BEACH_VOLLEYBALL,149,66
Janay,Ritchie,BEACH_VOLLEYBALL,169,77
Hector,Pollich,INDOOR_VOLLEYBALL,201,75
Michel,Rogahn,RUGBY,124,83
Tamara,Nicolas,INDOOR_VOLLEYBALL,178,63
Marcelo,Price,FOOTBALL,120,81
Carina,Hermann,INDOOR_VOLLEYBALL,131,73
Mable,Bosco,RUGBY,152,78
Royal,Paucek,TENNIS,147,79
Gilberte,Upton,BASKETBALL,137,62
Ahmed,Kuhlman,TENNIS,138,68
Maximo,Bogisich,INDOOR_VOLLEYBALL,201,77
Olin,Jacobs,ICE_HOCKEY,168,81
Brigida,Cassin,TENNIS,155,72
Shanice,Altenwerth,BASEBALL,131,73
Shellie,Stamm,BEACH_VOLLEYBALL,198,66
Ken,West,BASEBALL,185,79
Simon,Kemmer,BASEBALL,150,76
Ellis,Bailey,ICE_HOCKEY,187,81
Anibal,Cassin,INDOOR_VOLLEYBALL,173,61
Marlin,Bartoletti,RUGBY,156,80
Lanny,Bergstrom,ICE_HOCKEY,121,70
Odilia,Green,TENNIS,206,83
Jayson,Fay,ICE_HOCKEY,127,76
Emmanuel,Lakin,BEACH_VOLLEYBALL,139,79
Collene,Dare,BASKETBALL,143,62
Ed,Fay,BASEBALL,177,69
Teddy,Ortiz,RUGBY,149,62
Larita,Daugherty,FOOTBALL,151,68
Rita,Zboncak,BEACH_VOLLEYBALL,161,63
Jesus,Kuhlman,SOCCER,184,82
Lynne,Terry,FOOTBALL,172,79
Margarita,Grant,ICE_HOCKEY,161,71
Cleveland,Kshlerin,BASKETBALL,128,67
Bernie,Fisher,BASKETBALL,203,82
Margret,Hagenes,BASKETBALL,193,64
Weldon,Turcotte,SOCCER,208,82
Marcia,Herman,SOCCER,148,65
Wendell,Grimes,INDOOR_VOLLEYBALL,174,79
Chanda,Crooks,RACQUETBALL,207,82
Hiram,Hudson,BEACH_VOLLEYBALL,179,63
Ladonna,Hilpert,BEACH_VOLLEYBALL,197,76
Elizabeth,Hammes,ICE_HOCKEY,156,77
Donald,Willms,SOCCER,186,66
Bruce,Gusikowski,ICE_HOCKEY,159,75
Casey,West,ICE_HOCKEY,115,69
Tawnya,O'Hara,RUGBY,114,74
Shandra,Smith,BASEBALL,134,70
Barbra,Hansen,BASKETBALL,165,68
Lakendra,Moen,BEACH_VOLLEYBALL,172,82
Marquetta,Schimmel,SOCCER,167,64
Sal,Stroman,FOOTBALL,186,60
Roseanne,Ferry,RACQUETBALL,115,69
Sergio,Parisian,SOCCER,174,68
Kendall,Satterfield,FIELD_HOCKEY,133,71
Bunny,Wehner,INDOOR_VOLLEYBALL,111,66
Cornelia,Kunze,BASEBALL,201,60
Gordon,Schuppe,BASKETBALL,115,69
Melodee,Frami,BASKETBALL,149,81
Christinia,Conroy,BASEBALL,196,61
Tawny,Goyette,INDOOR_VOLLEYBALL,117,63
Christoper,Kunde,BEACH_VOLLEYBALL,202,73
Raul,Keeling,RUGBY,203,63
Alfredo,Dickens,ICE_HOCKEY,204,70
Dane,Goldner,RUGBY,137,81
Brent,Lemke,BASKETBALL,128,66
Cheyenne,Kessler,BEACH_VOLLEYBALL,181,71
Mackenzie,O'Connell,RUGBY,153,71
Elsy,Cummerata,TENNIS,178,75
Breanna,Prohaska,RACQUETBALL,183,65
Maurice,Frami,FOOTBALL,169,72
Elden,Murazik,RUGBY,208,75
Archie,Labadie,INDOOR_VOLLEYBALL,154,63
Saul,McGlynn,ICE_HOCKEY,117,74
Reid,Hyatt,INDOOR_VOLLEYBALL,117,68
Morris,Ruecker,RUGBY,133,77
Matt,Mosciski,BASKETBALL,160,76
Noma,Walker,RACQUETBALL,201,83
Gwen,Ebert,BEACH_VOLLEYBALL,112,76
Solomon,Rau,ICE_HOCKEY,149,61
Cody,Huel,RUGBY,194,83
Melda,McCullough,TENNIS,171,83
Gonzalo,Lesch,RACQUETBALL,135,75
Freddie,Nienow,BASKETBALL,144,78
Randell,Aufderhar,INDOOR_VOLLEYBALL,135,60
Tori,Ziemann,BASKETBALL,201,60
Ervin,Turner,FIELD_HOCKEY,128,80
Belia,Beatty,FOOTBALL,191,73
Luanna,Williamson,ICE_HOCKEY,128,67
Jonathan,McDermott,INDOOR_VOLLEYBALL,115,65
Isis,Okuneva,FOOTBALL,150,81
Brendon,Goodwin,ICE_HOCKEY,199,73
Shonna,Huels,RACQUETBALL,207,79
Kristin,Rempel,BASKETBALL,129,69
Vickey,Heller,ICE_HOCKEY,185,74
Emile,Bernier,FOOTBALL,205,78
Jacques,Hamill,ICE_HOCKEY,138,83
Dale,Rippin,FIELD_HOCKEY,110,60
Michael,Zboncak,FIELD_HOCKEY,178,64
Irwin,Kling,BASKETBALL,194,74
Lurlene,Windler,BEACH_VOLLEYBALL,149,70
Brant,Marquardt,BASEBALL,188,60
Maribel,Cormier,BASKETBALL,158,71
Kori,Bogisich,INDOOR_VOLLEYBALL,186,74
Maryam,Marquardt,BASEBALL,128,79
Anya,Bernhard,RACQUETBALL,116,70
Lindsy,Schmitt,FOOTBALL,150,76
Kirby,Becker,BASKETBALL,110,70
Quincy,Adams,BASKETBALL,194,78
Fredric,Murazik,FOOTBALL,154,79
Williams,Heaney,TENNIS,177,76
Duane,Crooks,RACQUETBALL,156,66
Cesar,Ondricka,FOOTBALL,169,78
Wilburn,Huel,RUGBY,135,74
Bonita,Funk,RACQUETBALL,133,83
Cleveland,Brakus,BASEBALL,138,68
Lamar,Walker,RACQUETBALL,138,61
Bart,Tillman,INDOOR_VOLLEYBALL,159,66
Annemarie,Howe,FOOTBALL,201,81
Brent,Marquardt,RUGBY,172,61
Lindsy,Beatty,BASKETBALL,182,81
Alisha,Crist,BASEBALL,141,80
Nichole,Mayert,RUGBY,173,71
Nicole,Wintheiser,RUGBY,207,61
Jarvis,Langworth,FIELD_HOCKEY,150,74
Sanda,Hilpert,RUGBY,180,70
Bryon,Sanford,ICE_HOCKEY,157,72
Ingrid,Moen,TENNIS,170,66
Barton,Reilly,RACQUETBALL,156,61
Courtney,MacGyver,BASKETBALL,110,64
Tashia,McGlynn,TENNIS,209,63
Dana,Mante,BEACH_VOLLEYBALL,199,76
Jamel,Schmeler,RUGBY,152,62
Tracy,Grady,FOOTBALL,122,63
Raguel,Barton,RUGBY,161,65
Bert,Carroll,RUGBY,188,78
Ariana,Heller,ICE_HOCKEY,136,81
Tobias,Medhurst,TENNIS,207,70
Reynalda,Jakubowski,SOCCER,186,77
Waldo,Lebsack,BEACH_VOLLEYBALL,155,78
Marco,Murray,INDOOR_VOLLEYBALL,204,61
Bert,Walsh,BEACH_VOLLEYBALL,122,83
Dollie,Cummerata,FOOTBALL,190,79
Shannon,Hudson,BASKETBALL,170,78
Julienne,Rosenbaum,RUGBY,117,60
Corey,Cummings,RUGBY,160,71
Isaias,Nikolaus,SOCCER,159,81
Ray,Gottlieb,ICE_HOCKEY,146,71
Susannah,Carroll,BASKETBALL,175,74
Sydney,Haley,TENNIS,142,82
Sol,Heaney,FIELD_HOCKEY,151,82
Cameron,Herzog,TENNIS,157,69
Deangelo,Braun,RACQUETBALL,166,71
Angelo,Donnelly,SOCCER,201,77
Omar,Ward,TENNIS,176,83
Kent,Kemmer,ICE_HOCKEY,170,68
Petronila,Brown,TENNIS,182,68
Kenneth,MacGyver,BASKETBALL,194,76
Jamila,Roob,INDOOR_VOLLEYBALL,183,80
Ellis,Daniel,BEACH_VOLLEYBALL,152,70
Marna,O'Hara,FOOTBALL,197,62
Gerald,Stanton,RACQUETBALL,180,77
Marlana,O'Connell,BEACH_VOLLEYBALL,115,82
Nora,Streich,BASKETBALL,175,65
Ferdinand,Larson,RUGBY,146,79
Wiley,Lehner,BEACH_VOLLEYBALL,162,80
Jodie,Gislason,RACQUETBALL,177,82
Tyesha,Mayer,RUGBY,144,73
Demarcus,Miller,ICE_HOCKEY,126,83
Shonta,Rath,RUGBY,187,61
Shanika,Zulauf,RUGBY,170,83
Burma,VonRueden,RUGBY,196,69
Hassan,Grady,TENNIS,166,62
Alphonse,Hagenes,BEACH_VOLLEYBALL,196,68
Alonzo,Hagenes,ICE_HOCKEY,170,79
Gale,Osinski,INDOOR_VOLLEYBALL,193,65
Shalanda,Luettgen,INDOOR_VOLLEYBALL,194,82
Florrie,Rath,RACQUETBALL,170,75
Lela,Bosco,TENNIS,157,72
Lynn,Schaden,RUGBY,142,78
Ammie,Schuppe,FIELD_HOCKEY,143,67
Silvia,Luettgen,TENNIS,177,82
Johnnie,Considine,RUGBY,188,76
Michaele,Anderson,BASEBALL,188,64
Wallace,Greenfelder,INDOOR_VOLLEYBALL,163,60
Felix,Bins,ICE_HOCKEY,144,82
Vilma,Kilback,ICE_HOCKEY,205,69
Juliet,Stark,ICE_HOCKEY,175,61
Salvador,Schultz,BASKETBALL,118,73
Richie,Fadel,BASKETBALL,156,74
Graham,Jacobi,FOOTBALL,147,79
Weldon,Sawayn,FOOTBALL,186,79
Ji,Fritsch,BEACH_VOLLEYBALL,185,73
Jarod,Schaden,TENNIS,121,71
Leonel,Robel,RUGBY,140,83
Leonie,Upton,SOCCER,136,81
Royce,Okuneva,RUGBY,154,76
Mckinley,Walsh,SOCCER,151,65
Araceli,Abernathy,RACQUETBALL,167,63
Lisabeth,Gottlieb,INDOOR_VOLLEYBALL,184,77
Sparkle,Collier,FIELD_HOCKEY,188,75
Lorraine,Nolan,INDOOR_VOLLEYBALL,160,60
Valentine,Powlowski,BEACH_VOLLEYBALL,174,77
Nelson,Reichert,SOCCER,177,73
Shanna,Hintz,ICE_HOCKEY,189,83
Connie,Bradtke,BEACH_VOLLEYBALL,151,68
Latarsha,Rath,FIELD_HOCKEY,120,79
Carin,Heaney,SOCCER,111,65
Russ,Gerlach,BASKETBALL,178,76
Ria,Nienow,RUGBY,164,69
Andra,Emmerich,BASEBALL,131,82
Sean,Macejkovic,BEACH_VOLLEYBALL,132,71
Bridgette,Raynor,BASKETBALL,197,70
Vesta,Murray,FIELD_HOCKEY,133,68
Mohammed,O'Reilly,SOCCER,129,78
Tawanda,Glover,ICE_HOCKEY,192,75
Ngan,Hickle,INDOOR_VOLLEYBALL,118,74
Ema,Johnston,TENNIS,169,82
Sunny,Botsford,RACQUETBALL,143,63
Marivel,Pfannerstill,TENNIS,176,72
Norman,Considine,RUGBY,156,83
Emile,McLaughlin,FOOTBALL,200,74
Lou,Watsica,TENNIS,156,66
Daphine,Armstrong,RUGBY,133,67
Shawanda,Dicki,INDOOR_VOLLEYBALL,120,62
Elisa,Kozey,TENNIS,139,73
Noah,Adams,BASEBALL,166,81
Viola,Marvin,FOOTBALL,141,62
Logan,Dooley,RACQUETBALL,167,81
Krysten,Ritchie,BASEBALL,137,82
Rob,Crona,BASKETBALL,112,66
Tamar,Dach,FOOTBALL,189,77
Ione,Kutch,RACQUETBALL,164,75
Lashonda,Ferry,RUGBY,135,70
Azzie,Schultz,RUGBY,153,72
Douglas,Price,BEACH_VOLLEYBALL,164,67
Angelique,Schamberger,BASEBALL,169,64
Lillian,Bogan,ICE_HOCKEY,130,63
Joshua,Veum,FIELD_HOCKEY,135,70
Amy,Block,FIELD_HOCKEY,181,69
Veola,Hahn,SOCCER,200,80
Soila,Ledner,ICE_HOCKEY,171,71
Tyrone,Haley,BASKETBALL,114,82
Margy,Stroman,BASEBALL,186,79
Bernadette,Effertz,SOCCER,154,63
Porfirio,Goodwin,SOCCER,143,83
Linn,Hagenes,FOOTBALL,185,61
Lamont,Treutel,FIELD_HOCKEY,188,80
Annabelle,Koch,INDOOR_VOLLEYBALL,129,73
Virgil,Ullrich,RUGBY,119,62
Isidro,Romaguera,RUGBY,161,64
Dorine,Nolan,BASEBALL,180,73
Rose,Haag,INDOOR_VOLLEYBALL,129,74
Seth,Wisozk,ICE_HOCKEY,113,63
Bessie,Swift,BASKETBALL,119,76
Scott,Kuhlman,FIELD_HOCKEY,116,61
Todd,Wuckert,RUGBY,129,64
Phillis,Rosenbaum,RUGBY,159,71
Martin,Legros,TENNIS,203,63
Harmony,Jacobi,FIELD_HOCKEY,194,69
Melvina,Fadel,FOOTBALL,181,76
Inge,Paucek,RUGBY,176,78
Darnell,Steuber,FOOTBALL,155,61
Candis,Casper,BEACH_VOLLEYBALL,187,63
Johnson,Skiles,BEACH_VOLLEYBALL,132,72
Joette,Lowe,RACQUETBALL,145,66
Conrad,Stamm,RUGBY,184,65
Leanora,Mueller,FOOTBALL,115,69
Hollis,Dietrich,BEACH_VOLLEYBALL,192,75
Reynaldo,Bayer,ICE_HOCKEY,201,80
Eliz,Bechtelar,FOOTBALL,112,66
Joya,Kreiger,FOOTBALL,177,82
Arlen,Bernhard,RACQUETBALL,206,74
Rudolf,Wuckert,BASKETBALL,176,71
Arnold,Mohr,BASEBALL,138,78
Shasta,Glover,INDOOR_VOLLEYBALL,113,79
Hollis,Tremblay,RACQUETBALL,191,63
Santana,Collier,FOOTBALL,130,67
Jamison,Senger,FIELD_HOCKEY,156,61
Byron,Koelpin,BEACH_VOLLEYBALL,141,75
Rigoberto,Maggio,RUGBY,165,64
Krystal,Williamson,BEACH_VOLLEYBALL,151,75
Shayne,Gaylord,BEACH_VOLLEYBALL,202,74
Chanell,Pfeffer,BASKETBALL,110,66
Emil,Parker,BASEBALL,177,83
Cathey,West,RACQUETBALL,169,72
Jude,Cole,FIELD_HOCKEY,115,73
Amos,Hilll,ICE_HOCKEY,132,79
Aurore,Kunze,BEACH_VOLLEYBALL,123,65
Dakota,Gerhold,INDOOR_VOLLEYBALL,119,71
Nicholle,Johnson,RUGBY,137,63
Shonna,Legros,BASEBALL,131,72
Myong,Jacobson,BEACH_VOLLEYBALL,155,72
Jesus,Zemlak,TENNIS,112,69
Eli,Becker,SOCCER,148,76
Bonny,Swift,SOCCER,172,66
Larry,Boyle,BEACH_VOLLEYBALL,174,71
Lon,Lind,BASKETBALL,118,70
Adaline,Cormier,BEACH_VOLLEYBALL,123,80
Latrina,Jaskolski,RACQUETBALL,173,76
Kaleigh,Huels,BEACH_VOLLEYBALL,165,62
Kittie,Klocko,RACQUETBALL,208,81
Luanna,Reichel,SOCCER,138,70
Randy,Mann,SOCCER,188,60
Barry,Bradtke,BEACH_VOLLEYBALL,187,74
Elsie,Gutkowski,INDOOR_VOLLEYBALL,130,74
Newton,Zboncak,SOCCER,191,79
Leone,Denesik,INDOOR_VOLLEYBALL,180,73
Jewell,Heller,ICE_HOCKEY,154,61
Buster,Littel,BASEBALL,136,63
Johnie,Veum,INDOOR_VOLLEYBALL,193,80
Benjamin,Ratke,FIELD_HOCKEY,190,79
Antonia,Koss,ICE_HOCKEY,187,83
Joe,Mante,RUGBY,191,81
Scot,Stroman,FOOTBALL,150,65
Octavio,Abbott,INDOOR_VOLLEYBALL,174,66
Guy,Romaguera,RACQUETBALL,206,62
Weston,McKenzie,ICE_HOCKEY,182,82
Jay,Dickinson,FIELD_HOCKEY,118,79
Adela,Skiles,RACQUETBALL,143,69
Kiersten,Lindgren,BASKETBALL,183,77
Stuart,Hackett,TENNIS,145,62
Kandace,Goodwin,RUGBY,203,74
Shaun,Greenholt,RACQUETBALL,207,80
Merrilee,Deckow,INDOOR_VOLLEYBALL,157,75
Kimberlie,Roberts,BASEBALL,172,65
Ronny,Boyle,FIELD_HOCKEY,168,65
Dexter,Mitchell,FOOTBALL,184,71
Isiah,Thiel,FOOTBALL,112,72
Kenton,Ondricka,TENNIS,133,61
Rico,Wintheiser,BASEBALL,172,60
Lenard,Lakin,RUGBY,159,70
Merrill,Schroeder,BASEBALL,166,62
Cary,Murazik,BEACH_VOLLEYBALL,172,80
Cristie,Douglas,RUGBY,110,60
Marvin,Mayer,BEACH_VOLLEYBALL,188,68
Marylin,Ziemann,SOCCER,131,60
Duncan,Schimmel,RUGBY,207,76
Kurtis,Funk,FIELD_HOCKEY,161,69
Waylon,Moore,RUGBY,154,79
Gigi,Trantow,BEACH_VOLLEYBALL,177,75
Jamel,Spinka,BASEBALL,189,79
Janice,Quitzon,ICE_HOCKEY,190,80
Briana,Hackett,RACQUETBALL,182,75
Ryan,Schiller,BASKETBALL,147,62
Shemeka,Kling,FIELD_HOCKEY,144,80
Nicki,Breitenberg,BASKETBALL,145,63
Nellie,Hahn,FOOTBALL,183,70
Newton,McLaughlin,FIELD_HOCKEY,141,80
Raven,Ernser,FIELD_HOCKEY,118,83
Jon,Kshlerin,FOOTBALL,137,74
Dulcie,Russel,RUGBY,114,77
Jefferson,Koepp,RACQUETBALL,135,82
Chantel,Stiedemann,BEACH_VOLLEYBALL,130,75
Wyatt,Sipes,FOOTBALL,130,76
Charles,Baumbach,INDOOR_VOLLEYBALL,116,73
Kerry,Ankunding,TENNIS,111,72
Alverta,Wehner,BASKETBALL,182,65
Marquerite,Marquardt,RUGBY,136,82
Malik,Hayes,BEACH_VOLLEYBALL,111,75
Valerie,Friesen,FOOTBALL,148,78
Jona,Langosh,FIELD_HOCKEY,119,70
Zena,Gleichner,FOOTBALL,203,60
Kory,Schmidt,FOOTBALL,125,71
Joan,Wolff,FIELD_HOCKEY,110,83
Adrien,Graham,BEACH_VOLLEYBALL,145,61
Rosa,Will,BASKETBALL,123,76
Brenton,Corwin,INDOOR_VOLLEYBALL,196,82
Bryce,Shields,RACQUETBALL,135,61
Jamar,Rempel,TENNIS,155,60
Efren,Pouros,BEACH_VOLLEYBALL,155,80
Kareen,Predovic,INDOOR_VOLLEYBALL,148,68
Trinidad,Hilll,RACQUETBALL,189,82
Brandon,Volkman,FIELD_HOCKEY,145,60
Sheldon,Balistreri,SOCCER,150,81
Courtney,Walter,ICE_HOCKEY,188,81
Colby,Hermiston,ICE_HOCKEY,153,81
Solomon,Hagenes,FOOTBALL,157,79
Norman,Turcotte,BEACH_VOLLEYBALL,139,83
Logan,Wiza,RACQUETBALL,194,80
Chester,Harris,BASEBALL,178,69
Rene,Watsica,BASKETBALL,200,63
Ernest,Smith,RUGBY,143,72
Leola,Monahan,FOOTBALL,209,62
Shery,Kuphal,BEACH_VOLLEYBALL,168,70
Aron,Yundt,BASKETBALL,201,78
Branda,Klocko,FOOTBALL,162,72
Boris,Moen,BEACH_VOLLEYBALL,162,60
Merlin,Glover,BASEBALL,209,82
Simone,Stamm,ICE_HOCKEY,181,72
Neta,Wuckert,BASEBALL,167,73
Marlon,Smitham,SOCCER,152,75
Merissa,Rosenbaum,FIELD_HOCKEY,126,74
Gregory,Kihn,TENNIS,134,71
Karey,Zieme,BASKETBALL,196,67
Tarsha,Parker,INDOOR_VOLLEYBALL,148,62
Enrique,Hayes,TENNIS,151,77
Coral,O'Hara,BASEBALL,142,79
Galen,Brown,BASEBALL,129,81
Ilana,Steuber,BEACH_VOLLEYBALL,148,81
Cira,Osinski,BASKETBALL,157,60
Kortney,VonRueden,FIELD_HOCKEY,204,77
Asuncion,Ward,BEACH_VOLLEYBALL,137,61
Tim,Hoppe,FOOTBALL,199,65
Stephen,Murray,FOOTBALL,123,62
Merna,Walsh,BEACH_VOLLEYBALL,188,76
Shiela,Leffler,RUGBY,182,81
Richie,Kessler,RACQUETBALL,134,79
Mario,Brakus,INDOOR_VOLLEYBALL,199,81
Latrina,Jaskolski,FOOTBALL,197,65
Bertha,Huels,BEACH_VOLLEYBALL,122,62
Leo,Johnson,INDOOR_VOLLEYBALL,187,69
Rosaline,Brown,FOOTBALL,184,79
Adena,Crooks,RUGBY,153,68
Art,Mante,INDOOR_VOLLEYBALL,135,70
Willie,McLaughlin,BASKETBALL,156,80
Frances,Willms,RUGBY,197,65
Ericka,Fisher,BASKETBALL,161,68
Antoine,Romaguera,BASKETBALL,132,78
Dolores,VonRueden,ICE_HOCKEY,142,81
Kenyatta,Zemlak,ICE_HOCKEY,128,60
Daina,Dickinson,RACQUETBALL,140,65
Franklyn,Kreiger,RUGBY,204,80
Romelia,Ferry,TENNIS,154,66
Kendall,Stanton,TENNIS,119,62
Royal,Carroll,BASKETBALL,129,65
Imogene,Carroll,ICE_HOCKEY,126,67
Kareem,Schumm,TENNIS,191,64
Aleen,Stoltenberg,BEACH_VOLLEYBALL,147,64
Lorena,Boyer,BASEBALL,143,82
Twyla,Schulist,TENNIS,209,83
Emmaline,Hane,ICE_HOCKEY,181,73
Gabriel,Hodkiewicz,RACQUETBALL,169,70
Tyler,Zieme,RACQUETBALL,176,82
Samuel,Kunde,BASKETBALL,158,63
Courtney,Kulas,INDOOR_VOLLEYBALL,183,63
Lenny,VonRueden,RUGBY,135,64
Kristel,Zemlak,FOOTBALL,162,68
Cody,Langworth,FIELD_HOCKEY,164,80
Staci,Jast,BASEBALL,172,67
Sam,Quitzon,INDOOR_VOLLEYBALL,169,65
Jannette,Grady,BEACH_VOLLEYBALL,135,68
Manuel,Kassulke,INDOOR_VOLLEYBALL,134,72
Bailey,Yundt,SOCCER,137,67
Trent,Stokes,RACQUETBALL,128,63
Lonny,Grady,RACQUETBALL,132,79
Josiah,Powlowski,BASEBALL,209,65
Jacinto,Borer,RACQUETBALL,208,66
Rolland,Heller,SOCCER,162,60
Adrianne,West,TENNIS,127,70
Deeanna,Paucek,FIELD_HOCKEY,142,78
Harley,Macejkovic,BASEBALL,135,73
Jamie,Kertzmann,INDOOR_VOLLEYBALL,128,60
Clemente,MacGyver,RUGBY,204,73
Charles,Lockman,TENNIS,138,63
Zoe,Mann,BASKETBALL,190,82
Eloy,Stark,ICE_HOCKEY,176,68
Douglass,Dicki,BEACH_VOLLEYBALL,125,74
Blake,Wisozk,RUGBY,200,60
Osvaldo,Waelchi,RUGBY,128,74
Van,Hudson,RUGBY,128,78
Mickey,Kirlin,TENNIS,156,73
Spencer,Wolf,BEACH_VOLLEYBALL,141,74
Anissa,Jakubowski,TENNIS,136,74
Jane,Dicki,BEACH_VOLLEYBALL,196,61
Ignacio,Wyman,BEACH_VOLLEYBALL,157,82
Clark,Nitzsche,TENNIS,203,75
Alysia,Von,FOOTBALL,180,68
Victoria,Klein,TENNIS,140,75
